name,year,metacritic_rating,reviewer_rating,positivity_ratio,to_beat_main,to_beat_extra,to_beat_completionist,extra_content_length,tags
Finding Paradise,2017.0,81.0,9.0,45.80307692307692,5.06,5.45,5.62,0.5600000000000005,Horror|Story Rich|Visual Novel|Pixel Graphics|Adventure|Atmospheric|Romance|Walking Simulator|Top-Down|Female Protagonist|Comedy|RPG|JRPG|RPGMaker|Funny|Casual|Indie|Retro|Linear|Singleplayer|Emotional|Psychological|Drama|Cute|Interactive Fiction|Anime|2D|Great Soundtrack
Forts,2017.0,74.0,8.0,11.024960998439935,8.74,9.83,15.0,6.26,Multiplayer|Strategy|Level Editor|Action|RTS|Pixel Graphics|Resource Management|Military|Building|Physics|Memes|Free to Play|Tactical|Co-op|Destruction|Funny|Moddable|Indie|Retro|Singleplayer|Tower Defense|Lemmings|2D|Sandbox|War
OneShot,2016.0,80.0,9.0,55.08141321044547,4.63,6.91,8.66,4.03,Horror|Story Rich|Pixel Graphics|Adventure|Atmospheric|Exploration|Puzzle|Surreal|Psychological Horror|Female Protagonist|RPG|Multiple Endings|RPGMaker|Post-apocalyptic|Casual|Indie|Replay Value|Singleplayer|Cute|Choices Matter|Anime|2D|Great Soundtrack
Wargroove,2019.0,82.0,8.0,5.2291390728476825,19.53,38.92,77.17,57.64,Co-op Campaign|Multiplayer|Strategy|Pixel Graphics|Tactical RPG|Turn-Based Combat|Strategy RPG|Tactical|Controller|Co-op|Local Co-Op|Local Multiplayer|Female Protagonist|Turn-Based Tactics|Fantasy|Indie|Singleplayer|PvP|Cute|Online Co-Op|Anime|Turn-Based Strategy|Family Friendly|Turn-Based|2D|Great Soundtrack|4 Player Local
The Banner Saga,2014.0,80.0,8.0,8.121042830540038,10.72,13.5,27.19,16.47,Story Rich|Strategy|Tactical RPG|Adventure|Atmospheric|Crowdfunded|Strategy RPG|Tactical|RPG|Touch-Friendly|Kickstarter|Fantasy|Indie|Singleplayer|Hand-drawn|Vikings|Choices Matter|Turn-Based Strategy|Turn-Based|2D|Great Soundtrack
Outland,2014.0,79.0,8.0,4.239512855209743,7.08,9.52,12.53,5.449999999999999,Platformer|Online Co-Op|Atmospheric|Arcade|Multiplayer|Free to Play|Indie|Action|2D|Controller|Co-op|Difficult|Adventure|Metroidvania|Great Soundtrack|Singleplayer|Bullet Hell
Titan Souls,2015.0,74.0,6.0,3.716577540106952,3.1,3.95,6.84,3.74,Action-Adventure|Strategy|Action|Pixel Graphics|Adventure|Boss Rush|Atmospheric|Puzzle|Memes|Free to Play|Walking Simulator|Controller|Top-Down|Souls-like|Casual|Fantasy|Indie|Short|Retro|Shooter|Singleplayer|Anime|2D|Difficult|Great Soundtrack
Mini Metro,2015.0,77.0,9.0,25.46198830409357,5.6,11.43,41.55,35.95,Strategy|Mouse only|Building|Management|Puzzle|Free to Play|Top-Down|Early Access|Transportation|Relaxing|Touch-Friendly|Trains|Casual|Indie|Replay Value|Simulation|Singleplayer|Addictive|2D|Minimalist|Difficult|Great Soundtrack
Spelunky 2,2020.0,91.0,8.0,13.774025974025976,27.38,77.93,180.45,153.07,Procedural Generation|Side Scroller|Action|Adventure|Platformer|Action Roguelike|Co-op|Local Co-Op|2D Platformer|Funny|Indie|Tutorial|Dark Humor|Perma Death|Singleplayer|PvP|Cute|Online Co-Op|Choices Matter|2D|Difficult|Replay Value|4 Player Local
Momodora: Reverie Under The Moonlight,2016.0,82.0,8.0,15.317741935483872,4.33,5.52,9.63,5.300000000000001,Magic|Spectacle fighter|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Atmospheric|Exploration|Controller|Female Protagonist|2D Platformer|Dark Fantasy|Souls-like|Classic|Fantasy|Indie|Singleplayer|Colorful|Cute|Anime|2D|Difficult|Great Soundtrack|Metroidvania
Cat Quest,2017.0,79.0,9.0,19.876106194690266,5.85,8.13,11.11,5.26,Multiplayer|Action|Adventure|Cozy|Action RPG|Co-op|RPG|Dragons|Open World|Funny|Casual|Fantasy|Indie|Singleplayer|Wholesome|Cute|Hack and Slash|Loot|Family Friendly|2D|Great Soundtrack|Cats
Fran Bow,2015.0,70.0,9.0,34.329896907216494,7.68,8.53,8.91,1.2300000000000004,Horror|Story Rich|Adventure|Atmospheric|Puzzle|GameMaker|Gore|Surreal|Psychological Horror|Female Protagonist|Dark Fantasy|Fantasy|Indie|Singleplayer|Psychological|Hand-drawn|Dark|Hidden Object|2D|Great Soundtrack
Salt and Sanctuary,2016.0,84.0,8.0,9.094754653130288,16.35,20.99,30.72,14.369999999999996,Horror|Story Rich|Multiplayer|Side Scroller|Action|Dating Sim|Adventure|Platformer|Atmospheric|Memes|Action RPG|Walking Simulator|Gore|Co-op|Local Co-Op|RPG|Dark Fantasy|Souls-like|Nudity|Casual|Indie|Singleplayer|Violent|Dark|Anime|Family Friendly|2D|Difficult|Metroidvania|Open World|Illuminati
Pikuniku,2019.0,74.0,9.0,22.38175675675676,3.11,3.76,5.84,2.73,Horror|Dystopian |Multiplayer|Action|Adventure|Platformer|Exploration|Puzzle|Psychological Horror|Co-op|Local Co-Op|Comedy|Funny|Casual|Indie|Singleplayer|Colorful|Cute|Family Friendly|2D|Great Soundtrack
Shovel Knight: Treasure Trove,2014.0,85.0,9.0,24.38841567291312,6.67,9.17,17.14,10.47,Side Scroller|Action|Pixel Graphics|Old School|Adventure|Platformer|Controller|Comedy|RPG|Kickstarter|Funny|Arcade|Fantasy|Indie|Retro|Singleplayer|Medieval|2D|Difficult|Great Soundtrack|Metroidvania
Nidhogg,2014.0,81.0,8.0,8.508387096774193,0.82,2.77,6.3,5.48,Fast-Paced|Multiplayer|Action|Pixel Graphics|Fighting|Platformer|GameMaker|Competitive|2D Fighter|Controller|Co-op|Local Multiplayer|Local Co-Op|Funny|Indie|PvP|Party Game|Swordplay|2D|Great Soundtrack|Sports
CARRION,2020.0,75.0,8.0,17.125797629899726,4.6,5.43,6.21,1.6100000000000003,Horror|Action|Pixel Graphics|Adventure|Platformer|Physics|Atmospheric|Puzzle|Gore|Villain Protagonist|Nudity|Mature|Sexual Content|Indie|Blood|Singleplayer|Violent|Cute|Lovecraftian|2D|Great Soundtrack|Metroidvania|Sci-fi
Xenonauts,2014.0,77.0,8.0,7.346080305927342,32.05,45.28,90.55,58.5,Strategy|Grand Strategy|Cold War|Turn-Based Combat|Atmospheric|Management|Isometric|Tactical|RPG|Turn-Based Tactics|Kickstarter|Indie|Remake|Singleplayer|Simulation|Aliens|Turn-Based Strategy|Turn-Based|2D|Sci-fi
911 Operator,2017.0,68.0,8.0,8.155757575757576,6.42,10.43,21.15,14.73,Crime|Strategy|Modern|Atmospheric|Management|City Builder|Tactical|Mature|Casual|Moddable|Indie|Singleplayer|Simulation|Realistic|Drama|Choices Matter|Education|Addictive|Real Time Tactics|2D|Minimalist
Suzerain,2020.0,81.0,8.0,13.351585014409222,10.12,16.55,27.08,16.96,Story Rich|Visual Novel|Historical|Strategy|Adventure|Military|Diplomacy|Political|Atmospheric|Political Sim|Management|RPG|Multiple Endings|Text-Based|Politics|Singleplayer|Simulation|Choose Your Own Adventure|Alternate History|Drama|Interactive Fiction|Choices Matter|Immersive Sim|2D|Difficult|Economy
ibb & obb,2014.0,83.0,8.0,9.91470054446461,6.31,8.71,16.17,9.860000000000005,Multiplayer|Action|Adventure|Platformer|Puzzle|Psychological Horror|Co-op|Local Co-Op|Local Multiplayer|Controller|Funny|Casual|Indie|Cute|Online Co-Op|Anime|Family Friendly|2D|Difficult|Great Soundtrack
Five Nights at Freddy's 3,2015.0,68.0,8.0,8.372685185185185,2.23,3.58,5.69,3.4600000000000004,Robots|3D Vision|Horror|First-Person|Strategy|Action|Atmospheric|Gore|Psychological Horror|Mystery|Survival Horror|Survival|Indie|Jump Scare|Simulation|Singleplayer|Dark|2D|Difficult|Great Soundtrack
Rogue Legacy 2,2022.0,88.0,8.0,9.92924126172208,26.48,42.04,118.94,92.46,Procedural Generation|Multiplayer|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Action Roguelike|Co-op|RPG|2D Platformer|Early Access|Souls-like|Roguelike Deckbuilder|Sexual Content|Arcade|Indie|Cartoony|Singleplayer|2D|Difficult|Roguevania|Metroidvania
West of Loathing,2017.0,87.0,9.0,42.96354166666666,7.38,12.23,19.15,11.77,Story Rich|Action|Adventure|Turn-Based Combat|Puzzle|Memes|Free to Play|Character Customization|Psychological Horror|Western|Comedy|RPG|Open World|Nudity|Funny|Indie|Replay Value|Singleplayer|Hand-drawn|Choices Matter|Turn-Based Strategy|Turn-Based|2D|Great Soundtrack
Heat Signature,2017.0,79.0,8.0,18.066666666666663,14.97,24.17,31.87,16.9,Procedural Generation|Strategy|Action|Adventure|Stealth|Action Roguelike|GameMaker|Tactical|Real-Time with Pause|Top-Down|Top-Down Shooter|Funny|Indie|Perma Death|Singleplayer|Bullet Time|Space|Great Soundtrack|2D|Open World|Sci-fi
Doki Doki Literature Club Plus!,2021.0,81.0,9.0,30.187106918238992,4.6,8.27,14.98,10.38,Story Rich|Visual Novel|Dating Sim|Romance|Gore|Psychological Horror|Multiple Endings|Text-Based|Sexual Content|Casual|Indie|Dark Humor|Singleplayer|Choose Your Own Adventure|Violent|Cute|Interactive Fiction|Anime|Conversation|2D
Moon Hunters,2016.0,62.0,6.0,3.721212121212121,1.68,7.66,28.2,26.52,Character Action Game|Procedural Generation|Story Rich|Action-Adventure|Multiplayer|Action|Pixel Graphics|Adventure|Action Roguelike|Atmospheric|Exploration|Action RPG|Co-op|Local Co-Op|RPG|Beautiful|Mythology|JRPG|Multiple Endings|Relaxing|Kickstarter|Fantasy|Indie|Replay Value|Singleplayer|Hand-drawn|Online Co-Op|Choices Matter|Dungeon Crawler|Conversation|Hack and Slash|Family Friendly|2D|Great Soundtrack|4 Player Local
Cultist Simulator,2018.0,71.0,6.0,3.764705882352941,19.07,36.47,69.44,50.37,Horror|Story Rich|Strategy|Card Game|Atmospheric|Management|Strategy RPG|CRPG|Real-Time with Pause|Psychological Horror|RPG|Dark Fantasy|Multiple Endings|Text-Based|Crafting|Casual|Tabletop|Indie|Dark Humor|Simulation|Singleplayer|Dark|Choices Matter|Addictive|Lovecraftian|Turn-Based Strategy|Family Friendly|2D|Difficult|Great Soundtrack|Board Game
Disgaea PC,2016.0,74.0,8.0,7.022988505747127,32.98,75.53,371.57,338.59,Story Rich|Visual Novel|Strategy|Pixel Graphics|Tactical RPG|Demons|Memes|Strategy RPG|Tactical|Comedy|RPG|Turn-Based Tactics|JRPG|Funny|Replay Value|Singleplayer|Cute|Anime|Turn-Based Strategy|Turn-Based|2D|Great Soundtrack
Nuclear Throne,2015.0,89.0,9.0,25.89448051948052,16.65,59.91,188.09,171.44,Action|Pixel Graphics|Action Roguelike|GameMaker|Top-Down|Local Co-Op|Local Multiplayer|RPG|Early Access|Post-apocalyptic|Top-Down Shooter|Twin Stick Shooter|Indie|Shooter|Perma Death|Singleplayer|Bullet Hell|2D|Difficult|Great Soundtrack|Illuminati
Police Stories,2019.0,75.0,8.0,5.902902902902903,4.32,7.31,12.92,8.6,Crime|Multiplayer|Strategy|Action|Pixel Graphics|Adventure|Atmospheric|Tactical|Gore|Co-op|Villain Protagonist|Top-Down Shooter|Indie|Shooter|Singleplayer|Simulation|Realistic|Violent|Online Co-Op|2D|Difficult
Curious Expedition,2016.0,74.0,8.0,10.209770114942527,6.47,14.74,69.5,63.03,Procedural Generation|Story Rich|Strategy|Pixel Graphics|Adventure|Mouse only|Exploration|Dynamic Narration|Dinosaurs|RPG|Early Access|Massively Multiplayer|Moddable|Survival|Tabletop|Indie|Retro|Simulation|Singleplayer|Choices Matter|Lovecraftian|Turn-Based Strategy|Loot|Hex Grid|2D|Board Game
Lethal League,2014.0,82.0,8.0,16.073863636363637,7.34,13.11,16.3,8.96,Fast-Paced|Multiplayer|Action|Pixel Graphics|Adventure|Fighting|Soundtrack|Competitive|2D Fighter|Local Multiplayer|Local Co-Op|Funny|Arcade|Indie|Sports|Singleplayer|Online Co-Op|Anime|2D|Great Soundtrack|4 Player Local
ENDER LILIES: Quietus of the Knights,2021.0,86.0,8.0,17.934290030211482,12.42,18.78,20.81,8.389999999999999,Zombies|Action|Atmospheric|Action RPG|Female Protagonist|RPG|Dragons|Early Access|Dark Fantasy|Souls-like|Multiple Endings|Post-apocalyptic|Indie|Singleplayer|Hand-drawn|Dark|Medieval|Anime|2D|Difficult|Great Soundtrack|Metroidvania
SteamWorld Heist,2016.0,81.0,9.0,22.325842696629213,12.45,16.55,21.01,8.560000000000002,Robots|Steampunk|Multiplayer|Strategy|Action|Adventure|Heist|Turn-Based Combat|Atmospheric|Free to Play|Female Protagonist|Comedy|RPG|Turn-Based Tactics|Touch-Friendly|Indie|Singleplayer|Turn-Based Strategy|Turn-Based|2D|Great Soundtrack|Sci-fi
UnEpic,2014.0,68.0,8.0,11.272,18.52,25.55,40.99,22.47,Magic|Multiplayer|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Exploration|Co-op|Comedy|RPG|Funny|Fantasy|Indie|Retro|Epic|Singleplayer|Online Co-Op|2D|Metroidvania
Reigns,2016.0,77.0,8.0,7.289966923925028,4.17,7.99,15.88,11.71,Story Rich|Strategy|Card Game|Pixel Graphics|Adventure|Comedy|RPG|Touch-Friendly|Funny|Casual|Fantasy|Indie|Dark Humor|Life Sim|Simulation|Singleplayer|Choose Your Own Adventure|Medieval|Choices Matter|2D|Difficult|Great Soundtrack
Gods Will Be Watching,2014.0,64.0,6.0,2.4325,6.31,8.69,14.49,8.18,Horror|Story Rich|Strategy|Pixel Graphics|Resource Management|Adventure|Atmospheric|Puzzle|Gore|RPG|Casual|Survival|Indie|Retro|Thriller|Singleplayer|Dark|Choices Matter|2D|Difficult|Great Soundtrack|Sci-fi
"""Gremlins, Inc.""",2016.0,75.0,8.0,5.896616541353383,0.57,5.0,48.97,48.4,Steampunk|Multiplayer|Strategy|Card Game|Soundtrack|Atmospheric|Competitive|Comedy|Early Access|Satire|Politics|Moddable|Fantasy|Tabletop|Indie|Card Battler|Replay Value|Singleplayer|Great Soundtrack|Hand-drawn|Turn-Based Strategy|Turn-Based|2D|Stylized|Board Game
FAR: Lone Sails,2018.0,80.0,8.0,17.204005006257823,3.05,3.26,5.95,2.9000000000000004,Story Rich|Automobile Sim|Steampunk|Action-Adventure|Experience|Action|Driving|Adventure|Nature|2.5D|Platformer|Atmospheric|Exploration|Puzzle|Post-apocalyptic|Casual|Survival|Indie|Short|Singleplayer|Cinematic|Family Friendly|2D|Great Soundtrack
CrossCode,2018.0,86.0,8.0,15.326315789473684,35.54,52.76,75.57,40.03,Story Rich|Action-Adventure|Action|Pixel Graphics|Adventure|Puzzle|Action RPG|Cyberpunk|Female Protagonist|RPG|Early Access|JRPG|RPGMaker|Indie|Retro|Singleplayer|Great Soundtrack|Anime|2D|Difficult|Open World|Sci-fi
Party Hard,2015.0,64.0,8.0,8.44209466263847,6.25,9.98,13.38,7.130000000000001,Horror|Story Rich|Crime|Strategy|Action|Pixel Graphics|Stealth|Gore|Top-Down|Comedy|Villain Protagonist|Funny|Indie|Retro|Dark Humor|Singleplayer|Violent|Anime|2D|Difficult|Great Soundtrack
Sunless Skies: Sovereign Edition,2019.0,87.0,8.0,5.550438596491228,28.93,67.86,105.98,77.05000000000001,Horror|Story Rich|Steampunk|Adventure|Atmospheric|Crowdfunded|Exploration|Real-Time with Pause|Top-Down|RPG|Open World|Early Access|Sequel|Kickstarter|Trains|Survival|Indie|Singleplayer|Alternate History|Dark|Lovecraftian|2D|Great Soundtrack
Impostor Factory,2021.0,80.0,9.0,25.00864553314121,3.76,4.0,4.49,0.7300000000000004,Horror|Story Rich|Visual Novel|Pixel Graphics|Adventure|Atmospheric|Romance|Walking Simulator|Psychological Horror|Top-Down|Comedy|RPG|JRPG|RPGMaker|Funny|Mystery|Casual|Indie|Retro|Thriller|Linear|Singleplayer|Emotional|Dark Comedy|Psychological|Cute|Interactive Fiction|Lovecraftian|Narrative|2D|Great Soundtrack
Beholder 2,2018.0,76.0,8.0,7.34978229317852,11.62,14.76,21.1,9.480000000000002,Story Rich|Lore-Rich|Dystopian |Strategy|Adventure|Political|Atmospheric|Political Sim|Management|Tactical|Gore|Psychological Horror|Multiple Endings|Nudity|Politics|Sexual Content|Casual|Indie|Singleplayer|Simulation|Violent|Dark|Choices Matter|Addictive|2D|Economy
Crashlands,2016.0,78.0,8.0,7.726086956521739,28.18,43.86,64.2,36.02,Story Rich|Multiplayer|Action|Adventure|Building|Exploration|Memes|GameMaker|Action RPG|Co-op|Top-Down|Female Protagonist|Comedy|RPG|Crafting|Touch-Friendly|Funny|Survival|Indie|Singleplayer|Open World Survival Craft|2D|Open World|Sandbox|Sci-fi
Eastward,2021.0,82.0,8.0,5.637573964497041,20.06,25.1,29.42,9.360000000000005,Story Rich|Action|Pixel Graphics|Adventure|Soundtrack|Atmospheric|Action RPG|Top-Down|Female Protagonist|Comedy|RPG|JRPG|Mature|Relaxing|Post-apocalyptic|Casual|Indie|Singleplayer|Colorful|Dark|Cute|Family Friendly|2D|Open World
The Messenger,2018.0,83.0,8.0,15.72093023255814,11.96,14.29,15.56,3.6,Action-Adventure|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Comedy|Beautiful|2D Platformer|Funny|Indie|Retro|Epic|Singleplayer|Ninja|Time Travel|2D|Difficult|Great Soundtrack|Metroidvania
Deponia Doomsday,2016.0,76.0,8.0,6.2719665271966525,10.91,12.53,13.73,2.8200000000000003,Story Rich|Steampunk|Adventure|Escape Room|Puzzle|Comedy|Classic|Funny|Indie|Cartoony|Dark Humor|Retro|Cult Classic|Remake|Singleplayer|Time Travel|Hand-drawn|2D|Great Soundtrack
Yuppie Psycho: Executive Edition,2019.0,81.0,9.0,19.63087248322148,8.51,11.09,16.97,8.459999999999999,Horror|Story Rich|Dystopian |Pixel Graphics|Adventure|Stealth|Demons|Atmospheric|Exploration|Puzzle|Cyberpunk|Gore|Surreal|Psychological Horror|Top-Down|Controller|Detective|Multiple Endings|Mystery|Survival Horror|Indie|Blood|Dark Humor|Psychedelic|Singleplayer|Violent|Dark|Cute|Choices Matter|Anime|Conversation|2D|Great Soundtrack
Fell Seal: Arbiter's Mark,2019.0,82.0,8.0,8.180555555555555,36.96,51.72,78.55,41.59,Story Rich|Steampunk|Strategy|Tactical RPG|Class-Based|Turn-Based Combat|Strategy RPG|Isometric|Character Customization|Tactical|Controller|Female Protagonist|RPG|Turn-Based Tactics|Early Access|Kickstarter|Fantasy|Indie|Singleplayer|Hand-drawn|Turn-Based Strategy|Turn-Based|2D
There Is No Game: Wrong Dimension,2020.0,89.0,9.0,47.47103274559194,4.9,5.56,6.1,1.1999999999999993,Story Rich|Action|Pixel Graphics|Adventure|Romance|Puzzle|Free to Play|Narration|Comedy|RPG|Parody |Funny|Casual|Indie|Remake|Simulation|Singleplayer|Interactive Fiction|Anime|2D|Great Soundtrack
Oh...Sir!! The Insult Simulator,2016.0,64.0,8.0,10.250793650793652,1.08,5.85,21.99,20.91,Nudity|Funny|Comedy|Memes|Casual|Multiplayer|Strategy|Indie|Action|Turn-Based|2D|Pixel Graphics|Local Multiplayer|Simulation|Great Soundtrack|Singleplayer
Downwell,2015.0,81.0,9.0,30.86637931034483,6.4,12.69,12.97,6.57,Fast-Paced|Procedural Generation|Action|Pixel Graphics|Adventure|Platformer|Action Roguelike|GameMaker|2D Platformer|Arcade|Indie|Retro|Precision Platformer|Shooter|Perma Death|Singleplayer|Great Soundtrack|2D|Difficult|Replay Value
Rusty Lake Hotel,2016.0,65.0,9.0,23.14532871972318,1.87,2.03,2.17,0.2999999999999998,Horror|Story Rich|Adventure|Atmospheric|Puzzle|Gore|Surreal|Psychological Horror|Mystery|Casual|Indie|Short|Dark Humor|Remake|Singleplayer|Hand-drawn|Dark|Hidden Object|2D
Griftlands,2021.0,84.0,8.0,17.73274596182085,11.12,24.57,47.97,36.85,Story Rich|Strategy|Card Game|Turn-Based Combat|Atmospheric|RPG|Early Access|Multiple Endings|Comic Book|Deckbuilding|Card Battler|Dark Humor|Singleplayer|Choose Your Own Adventure|Hand-drawn|Choices Matter|Turn-Based|2D|Sandbox|Sci-fi
Lacuna – A Sci-Fi Noir Adventure,2021.0,86.0,8.0,14.415841584158416,5.48,5.98,10.91,5.43,Story Rich|Crime|Pixel Graphics|Futuristic|Adventure|Cyberpunk|Investigation|Narration|Detective|Noir|Multiple Endings|Text-Based|Thriller|Linear|Drama|Interactive Fiction|Choices Matter|Conversation|2D|Sci-fi
Exit the Gungeon,2020.0,67.0,6.0,3.455489614243324,4.89,10.08,23.38,18.49,Multiplayer|Action|Pixel Graphics|Adventure|Platformer|Action Roguelike|Atmospheric|Co-op|2D Platformer|Funny|Arcade|Indie|Retro|Shooter|Singleplayer|Bullet Hell|Dungeon Crawler|2D|Difficult|Great Soundtrack|Metroidvania
The Final Station,2016.0,76.0,8.0,6.52952952952953,4.56,5.85,7.06,2.5,Horror|Story Rich|Zombies|Side Scroller|Action|Pixel Graphics|Resource Management|Adventure|Platformer|Atmospheric|Post-apocalyptic|Trains|Survival|Indie|Short|Shooter|Singleplayer|2D|Great Soundtrack|Sci-fi
Reventure,2019.0,84.0,8.0,18.497560975609755,6.52,8.99,12.03,5.51,Pixel Graphics|Adventure|Platformer|Exploration|Comedy|Early Access|Multiple Endings|Indie|Retro|Dark Humor|Singleplayer|Choose Your Own Adventure|Nonlinear|Dark Comedy|Violent|Mystery Dungeon|Choices Matter|2D|Great Soundtrack|Metroidvania
Bridge Constructor Portal,2017.0,77.0,8.0,10.918114143920596,13.45,16.43,20.93,7.48,Multiplayer|Strategy|Level Editor|2.5D|Games Workshop|Building|Physics|Puzzle|Free to Play|Psychological Horror|Co-op|Comedy|Touch-Friendly|Funny|Sexual Content|Casual|Indie|Singleplayer|Simulation|Education|Family Friendly|2D|Difficult|Sandbox|Sci-fi
Project Hospital,2018.0,75.0,8.0,7.324905183312263,6.0,25.5,181.4,175.4,Medical Sim|Strategy|Resource Management|Building|Management|City Builder|Isometric|Real-Time with Pause|Sandbox|Moddable|Indie|Cartoony|Simulation|Singleplayer|Great Soundtrack|Realistic|Education|2D|Replay Value|Economy
LISA: The Painful,2014.0,77.0,9.0,25.518218623481783,10.93,15.16,25.28,14.35,Horror|Story Rich|Side Scroller|Pixel Graphics|Adventure|Platformer|Atmospheric|Psychological Horror|Comedy|RPG|RPGMaker|Post-apocalyptic|Funny|Indie|Dark Humor|Singleplayer|Dark|Choices Matter|2D|Great Soundtrack
Swag and Sorcery,2019.0,51.0,5.0,1.1553903345724907,13.1,15.53,19.59,6.49,Strategy|Action|Pixel Graphics|Resource Management|Adventure|Management|Comedy|RPG|Crafting|Clicker|Funny|Casual|Fantasy|Indie|Cartoony|Retro|Singleplayer|Simulation|Idler|Colorful|Family Friendly|2D
Iratus: Lord of the Dead,2020.0,78.0,8.0,6.182795698924731,11.66,18.5,27.86,16.2,Strategy|Turn-Based Combat|Gore|RPG|Turn-Based Tactics|Early Access|Villain Protagonist|Dark Fantasy|Fantasy|Indie|Violent|Dark|Gothic|Lovecraftian|Dungeon Crawler|Turn-Based|2D|Difficult|Replay Value
"""Cook, Serve, Delicious! 2!!""",2017.0,62.0,8.0,8.41296928327645,26.22,38.44,79.24,53.02,Fast-Paced|Co-op Campaign|Multiplayer|Strategy|Action|Management|GameMaker|Co-op|Local Co-Op|Local Multiplayer|Comedy|Funny|Typing|Arcade|Casual|Time Management|Indie|Cooking|Simulation|Singleplayer|Alternate History|Colorful|Family Friendly|2D|Difficult|Great Soundtrack
